Workflow,ChunkFunc,CF-Oracle,ChunkFunc/CF-Oracle (both SLO compliant),SLAM,ChunkFunc/SLAM (both SLO compliant),StepConf,ChunkFunc/StepConf (both SLO compliant)
Cyclic,415.3424882629106,411.5132394366195,1.0093052870705534,561.3160294117641,0.49137819237301866,231.55293577981652,0.9826009230853343
FaceDet,53.16192488262882,53.046807511736795,1.0021701093108488,39.33955414012734,1.0609279650794645,9.292236842104327,1.4151739567551307
High Resources - Low Resources,489.95145539906036,492.8494835680744,0.9941198514645218,790.5645112781951,0.42894646140361453,364.4437190082639,0.8823688950600358
Homogeneous,184.7449765258213,181.34995305164298,1.0187208401052716,246.4418987341769,0.5320097529856579,34.19593749999984,1.7777818393388654
Low Resources - High Resources,472.4867605633797,472.4352112676049,1.0001091140002805,798.9307518796991,0.39532263940366097,325.9399999999993,0.8667065957724944
Random,384.5892957746477,384.36474178403745,1.0005842210957436,469.06578947368376,0.529503131724793,275.7178399999999,0.9288762743825351
Staircase,407.0631924882625,404.61197183098545,1.0060582010121564,560.0139436619714,0.5206452354430813,287.95594827586194,0.898869828329225
VidPro,26.219530516431696,26.165774647887094,1.0020544344384217,11.422535211267421,0.5189334155363525,3.9427272727271663,1.3605987241564435
