strategy,scenario,sloMs,executionTimeMs,cost,avgResConfigStratExecTimeMs
Cheapest,0.49MB,100,1937386,0.15741300000000005,0.047619047619047616
Cheapest,1.03MB,100,8517072,0.23871400000000007,0
Cheapest,1.54MB,100,8517456,0.23871800000000007,0
Fastest,0.49MB,100,749745,1.4292249999999997,0.047619047619047616
Fastest,1.03MB,100,1706920,3.2502449999999996,0
Fastest,1.54MB,100,2097752,3.9955239999999996,0
HybridSearch,0.49MB,3184564,1937386,0.15741300000000005,3.0476190476190474
HybridSearch,0.49MB,3237640,1937386,0.15741300000000005,3.142857142857143
HybridSearch,0.49MB,3290716,1937386,0.15741300000000005,3.0476190476190474
HybridSearch,0.49MB,3343792,1937386,0.15741300000000005,3.1666666666666665
HybridSearch,0.49MB,3396868,1937386,0.15741300000000005,3.238095238095238
HybridSearch,0.49MB,3449944,1937386,0.15741300000000005,3.2857142857142856
HybridSearch,0.49MB,3503020,1937386,0.15741300000000005,3.261904761904762
HybridSearch,0.49MB,3556096,1937386,0.15741300000000005,3.9047619047619047
HybridSearch,0.49MB,3609172,1937386,0.15741300000000005,3.2857142857142856
HybridSearch,0.49MB,3662248,1937386,0.15741300000000005,3.2857142857142856
HybridSearch,0.49MB,3715324,1937386,0.15741300000000005,3.2142857142857144
HybridSearch,0.49MB,3768400,1937386,0.15741300000000005,3.119047619047619
HybridSearch,0.49MB,3821476,1937386,0.15741300000000005,3.357142857142857
HybridSearch,0.49MB,3874552,1937386,0.15741300000000005,3.380952380952381
HybridSearch,0.49MB,3927628,1937386,0.15741300000000005,3.5
HybridSearch,0.49MB,3980704,1937386,0.15741300000000005,4.333333333333333
HybridSearch,0.49MB,4033780,1937386,0.15741300000000005,3.7857142857142856
HybridSearch,0.49MB,4086856,1937386,0.15741300000000005,3.4523809523809526
HybridSearch,0.49MB,4139932,1937386,0.15741300000000005,3.261904761904762
HybridSearch,0.49MB,4193008,1937386,0.15741300000000005,3.357142857142857
HybridSearch,0.49MB,4246084,1937386,0.15741300000000005,3.4523809523809526
HybridSearch,0.49MB,4299160,1937386,0.15741300000000005,3.5476190476190474
HybridSearch,0.49MB,4352236,1937386,0.15741300000000005,3.4285714285714284
HybridSearch,0.49MB,4405312,1937386,0.15741300000000005,3.5238095238095237
HybridSearch,0.49MB,4458388,1937386,0.15741300000000005,3.380952380952381
HybridSearch,0.49MB,4511464,1937386,0.15741300000000005,3.4523809523809526
