scenario,estimateMultiplier,safetyMargin,profileIncrements,avgCost
scenario-01,1.0,0.02,3,.21444755555555539790
scenario-01,1.0,0.03,3,.21535227160493811000
scenario-01,1.0,0.01,3,.21590656790123440123
scenario-01,1.0,0.04,3,.21650982716049366925
scenario-01,1.0,0.05,3,.21747933333333316950
scenario-01,1.0,0.06,3,.21814167901234551827
scenario-01,1.0,0.07,3,.21860760493827144604
scenario-01,1.0,0.08,3,.21890007407407391506
scenario-01,1.0,0.09,3,.21913970370370354493
scenario-01,1.0,0.01,2,.21923703703703689580
scenario-01,1.0,0.1,3,.21943217283950601333
scenario-01,1.0,0.11,3,.21955118518518502617
scenario-01,1.0,0.12,3,.21975612345678996395
scenario-01,1.0,0.13,3,.22006353086419737049
scenario-01,1.0,0.14,3,.22025192592592576617
scenario-01,1.0,0.15,3,.22068316049382700061
scenario-01,1.0,0.16,3,.22093933333333317518
scenario-01,1.0,0.17,3,.22107649382716033604
scenario-01,1.0,0.18,3,.22126488888888873086
scenario-01,1.0,0.02,2,.22151786419753071888
scenario-01,1.0,0.19,3,.22157390123456774444
scenario-01,1.0,0.2,3,.22188451851851835962
scenario-01,1.0,0.03,2,.22576977777777764197
scenario-01,1.0,0.04,2,.22907308641975294629
scenario-01,1.0,0.05,2,.23220667901234552888
scenario-01,1.0,0.06,2,.23338161728395046555
scenario-01,1.0,0.07,2,.23496944444444429456
scenario-01,1.0,0.08,2,.23582183950617269123
scenario-01,1.0,0.01,1,.23620876543209858950
scenario-01,1.0,0.09,2,.23640618518518503580
scenario-01,1.0,0.1,2,.23685562962962948160
scenario-01,1.0,0.11,2,.23738199999999985333
scenario-01,1.0,0.12,2,.23796320987654306358
scenario-01,1.0,0.13,2,.23833143209876528518
scenario-01,1.0,0.02,1,.23839297530864179641
scenario-01,1.0,0.14,2,.23864730864197516259
scenario-01,1.0,0.15,2,.23919964197530849790
scenario-01,1.0,0.16,2,.23949024691358009493
scenario-01,1.0,0.17,2,.23988554320987639185
scenario-01,1.0,0.18,2,.24025376543209860691
scenario-01,1.0,0.19,2,.24062198765432082913
scenario-01,1.0,0.2,2,.24119959259259243432
scenario-01,1.0,0.03,1,.24277716049382697543
scenario-01,1.1,0.09,3,.24526027160493804629
scenario-01,1.1,0.1,3,.24553619753086397345
