scenario,estimateMultiplier,safetyMargin,profileIncrements,avgCost
scenario-01,1.5,0.01,3,.14861679012345678358
scenario-01,1.5,0.01,2,.14863419753086419086
scenario-01,1.5,0.01,1,.14863797530864196871
scenario-01,1.5,0.02,3,.15329901234567900566
scenario-01,1.5,0.02,2,.15333390123456789492
scenario-01,1.5,0.02,1,.15334156790123456104
scenario-01,1.1,0.01,3,.15745838271604937072
scenario-01,1.1,0.01,2,.15747583950617282739
scenario-01,1.1,0.01,1,.15749338271604937079
scenario-01,1.5,0.03,3,.15887246913580246267
scenario-01,1.5,0.03,2,.15892488888888888329
scenario-01,1.5,0.03,1,.15893651851851851176
scenario-01,1.0,0.01,1,.15899732098765430959
scenario-01,1.0,0.01,2,.15899761728395060703
scenario-01,1.0,0.01,3,.15899781481481480469
scenario-01,1.0,0.02,1,.16367351851851850780
scenario-01,1.0,0.02,2,.16367418518518517743
scenario-01,1.0,0.02,3,.16367462962962962212
scenario-01,1.5,0.04,3,.16401408641975307917
scenario-01,1.5,0.04,2,.16408398765432098176
scenario-01,1.5,0.04,1,.16409950617283949924
scenario-01,1.6,0.01,3,.16448260493827159653
scenario-01,1.6,0.01,2,.16453537037037036167
scenario-01,1.1,0.02,3,.16544475308641974181
scenario-01,1.1,0.02,2,.16546203703703702564
scenario-01,1.1,0.02,1,.16547932098765430876
scenario-01,1.3,0.01,3,.16602983950617282890
scenario-01,1.3,0.01,2,.16604729629629628569
scenario-01,1.3,0.01,1,.16605648148148147019
scenario-01,1.6,0.01,1,.16742532098765431200
scenario-01,1.4,0.01,3,.16885044444444443407
scenario-01,1.4,0.01,2,.16892083950617282962
scenario-01,1.4,0.01,1,.16896448148148147058
scenario-01,1.1,0.03,3,.16899239506172838482
scenario-01,1.1,0.03,2,.16900938271604937235
scenario-01,1.1,0.03,1,.16902622222222221055
scenario-01,1.5,0.05,3,.16915535802469135106
scenario-01,1.5,0.05,2,.16924283950617283390
scenario-01,1.5,0.05,1,.16926239506172838792
scenario-01,1.3,0.02,3,.17157877777777776676
scenario-01,1.3,0.02,2,.17159606172839505071
scenario-01,1.3,0.02,1,.17160498765432097635
scenario-01,1.1,0.04,3,.17166180246913579353
scenario-01,1.1,0.04,2,.17167864197530863291
scenario-01,1.1,0.04,1,.17169525925925924814
scenario-01,1.0,0.03,1,.17210356790123455774
scenario-01,1.0,0.03,2,.17210456790123456137
scenario-01,1.0,0.03,3,.17210523456790122828
scenario-01,1.3,0.03,3,.17423475308641974275
scenario-01,1.3,0.03,2,.17425181481481480448
scenario-01,1.3,0.03,1,.17426040740740739685
scenario-01,1.6,0.02,3,.17544723456790122439
scenario-01,1.6,0.02,2,.17553513580246912524
scenario-01,1.3,0.04,3,.17601266666666665662
scenario-01,1.3,0.04,2,.17602960493827159490
scenario-01,1.3,0.04,1,.17603801234567900208
scenario-01,1.4,0.02,3,.17975086419753085366
scenario-01,1.4,0.02,2,.17983869135802468132
scenario-01,1.4,0.02,1,.17988614814814813630
scenario-01,1.5,0.06,3,.18097145679012344830
scenario-01,1.0,0.04,1,.18097932098765431180
scenario-01,1.0,0.04,2,.18098065432098764833
scenario-01,1.0,0.04,3,.18098154320987653746
scenario-01,1.5,0.06,2,.18107639506172838793
scenario-01,1.5,0.06,1,.18109980246913579554
scenario-01,1.6,0.02,1,.18131092592592591579
scenario-01,1.1,0.05,3,.18233213580246912838
scenario-01,1.1,0.05,2,.18234880246913579504
scenario-01,1.1,0.05,1,.18236516049382715076
scenario-01,1.7,0.01,3,.18772783950617282875
scenario-01,1.7,0.01,2,.18776295061728393970
scenario-01,1.3,0.05,3,.18778848148148147183
scenario-01,1.3,0.05,2,.18780529629629628665
scenario-01,1.3,0.05,1,.18781351851851850865
scenario-01,1.6,0.03,3,.18924102469135801260
scenario-01,1.0,0.05,1,.18941775308641974502
scenario-01,1.0,0.05,2,.18941945679012345225
scenario-01,1.0,0.05,3,.18942059259259258830
scenario-01,1.7,0.01,1,.19064875308641974279
scenario-01,1.7,0.02,3,.19202109876543208627
scenario-01,1.7,0.02,2,.19209134567901233286
scenario-01,1.6,0.03,2,.19222428395061727080
scenario-01,1.1,0.06,3,.19365699999999999161
scenario-01,1.1,0.06,2,.19367351851851851013
scenario-01,1.1,0.06,1,.19368965432098764501
scenario-01,1.5,0.07,3,.19431971604938270579
scenario-01,1.5,0.07,2,.19444216049382715159
scenario-01,1.5,0.07,1,.19446949382716048722
scenario-01,1.6,0.03,1,.19512627160493826097
scenario-01,1.0,0.06,1,.19785611111111110424
scenario-01,1.0,0.06,2,.19785807407407406854
scenario-01,1.0,0.06,3,.19785938271604937743
scenario-01,1.7,0.02,1,.19786298765432097644
scenario-01,1.7,0.03,3,.19920567901234566471
scenario-01,1.7,0.03,2,.19931111111111109633
scenario-01,1.7,0.04,3,.20149867901234566430
scenario-01,1.7,0.04,2,.20163929629629628101
scenario-01,1.4,0.03,3,.20176853086419751908
scenario-01,1.4,0.03,2,.20187379012345677871
scenario-01,1.4,0.03,1,.20192506172839504862
scenario-01,1.3,0.06,3,.20203659259259258233
scenario-01,1.3,0.06,2,.20207088888888887862
scenario-01,1.3,0.06,1,.20208299999999999087
scenario-01,1.6,0.04,3,.20504334567901233144
scenario-01,1.0,0.07,3,.20677882716049381939
scenario-01,1.0,0.07,2,.20679492592592591791
scenario-01,1.8,0.04,3,.20721551851851850340
scenario-01,1.8,0.04,2,.20735532098765430518
scenario-01,1.1,0.07,3,.20743849382716048311
scenario-01,1.1,0.07,2,.20745481481481480409
scenario-01,1.1,0.07,1,.20747065432098764591
scenario-01,1.5,0.08,3,.20766797530864196290
scenario-01,1.8,0.05,3,.20773095061728393480
scenario-01,1.5,0.08,2,.20780792592592591487
scenario-01,1.5,0.08,1,.20783918518518517898
scenario-01,1.8,0.05,2,.20790596296296294629
scenario-01,1.7,0.03,1,.20796866666666665448
scenario-01,1.8,0.01,3,.20928034567901233414
scenario-01,1.8,0.01,2,.20931548148148146970
scenario-01,1.8,0.01,1,.20932351851851850748
scenario-01,1.0,0.07,1,.20968823456790122840
scenario-01,1.6,0.04,2,.21092193827160492276
scenario-01,1.6,0.04,1,.21095008641975307456
scenario-01,1.9,0.02,3,.21103344444444443282
scenario-01,1.9,0.02,2,.21113806172839504975
scenario-01,1.7,0.05,3,.21153144444444442862
scenario-01,1.8,0.03,3,.21159175308641973904
scenario-01,1.8,0.03,2,.21168796296296294839
scenario-01,1.7,0.05,2,.21168966666666665014
scenario-01,1.8,0.06,3,.21201034567901232760
scenario-01,1.8,0.06,2,.21222587654320985755
scenario-01,1.9,0.01,3,.21296371604938270549
scenario-01,1.9,0.01,2,.21303314814814813733
scenario-01,1.8,0.04,1,.21313922222222220987
scenario-01,1.7,0.04,1,.21318276543209875296
