scenario,estimateMultiplier,safetyMargin,profileIncrements,avgCost
scenario-01,1.0,0.01,1,-1
scenario-01,1.0,0.01,2,-1
scenario-01,1.0,0.01,3,-1
scenario-01,1.0,0.03,3,.52657434567901246234
scenario-01,1.0,0.04,3,.52686891358024703296
scenario-01,1.0,0.02,3,.52695770370370381012
scenario-01,1.0,0.05,3,.52735990123456801962
scenario-01,1.0,0.06,3,.52792508641975320395
scenario-01,1.0,0.07,3,.52826397530864209493
scenario-01,1.0,0.08,3,.52868718518518530950
scenario-01,1.0,0.09,3,.52923582716049395333
scenario-01,1.0,0.1,3,.52959125925925939074
scenario-01,1.0,0.11,3,.53020607407407420666
scenario-01,1.0,0.12,3,.53059780246913593555
scenario-01,1.0,0.13,3,.53111014814814827728
scenario-01,1.0,0.14,3,.53143409876543222950
scenario-01,1.0,0.15,3,.53189520987654333753
scenario-01,1.0,0.16,3,.53236965432098778222
scenario-01,1.0,0.17,3,.53286545679012358518
scenario-01,1.0,0.18,3,.53327212345679025333
scenario-01,1.0,0.19,3,.53366385185185197950
scenario-01,1.0,0.2,3,.53410520987654333753
scenario-01,1.0,0.02,2,.54475592592592597222
scenario-01,1.0,0.03,2,.54551087654320991864
scenario-01,1.0,0.04,2,.54713350617283953345
scenario-01,1.0,0.05,2,.54774420987654323666
scenario-01,1.0,0.06,2,.54888017283950618938
scenario-01,1.0,0.07,2,.54981154320987655703
scenario-01,1.0,0.08,2,.55057866666666667432
scenario-01,1.0,0.09,2,.55105698765432099506
scenario-01,1.0,0.1,2,.55217066666666667259
scenario-01,1.0,0.11,2,.55299013580246914283
scenario-01,1.0,0.12,2,.55375906172839506246
scenario-01,1.0,0.13,2,.55452618518518518888
scenario-01,1.0,0.14,2,.55516334567901234716
scenario-01,1.0,0.15,2,.55583118518518518592
scenario-01,1.0,0.16,2,.55654776543209876024
scenario-01,1.0,0.17,2,.55731669135802468296
scenario-01,1.0,0.18,2,.55790691358024690148
scenario-01,1.0,0.19,2,.55867764197530862395
scenario-01,1.0,0.2,2,.55923718518518516049
scenario-01,1.0,0.02,1,.56774632098765426703
scenario-01,1.0,0.03,1,.57273254320987642765
scenario-01,1.0,0.04,1,.57751574074074052864
scenario-01,1.0,0.05,1,.58131750617283924753
scenario-01,1.0,0.06,1,.58394477777777747012
scenario-01,1.1,0.01,3,.58399496296296313876
scenario-01,1.1,0.02,3,.58441175308641994000
scenario-01,1.1,0.03,3,.58486965432098785283
scenario-01,1.1,0.04,3,.58531261728395081592
scenario-01,1.1,0.05,3,.58571928395061748728
scenario-01,1.0,0.07,1,.58573703703703670962
