Workflow,ChunkFunc,CF-Oracle,ChunkFunc/CF-Oracle (both SLO compliant),SLAM,ChunkFunc/SLAM (both SLO compliant),StepConf,ChunkFunc/StepConf (both SLO compliant)
Cyclic,12594.533990610325,12745.056338028164,0.988189746406321,11295.090985915496,0.5177527826933559,18936.134634146343,0.634066256497192
FaceDet,1243.5399999999995,1282.6865727699524,0.9694807963215705,795.9113103448276,0.8053268627920247,1249.0329559748427,0.7806093911949187
High Resources - Low Resources,13545.48953051643,13540.726713615024,1.000351740124599,6508.906056338029,0.8302596141672233,11112.167597765361,0.9413541751504967
Homogeneous,3688.083990610327,3488.077652582159,1.0573399900888407,2826.0052816901407,0.6042888390084292,1277.4878124999996,1.369389103761019
LogPro,8.014086021504825,6.882258064515557,1.164455901882682,0.9849999999999998,0.9590633699025545,1.4222352941173177,2.654561998511237
Low Resources - High Resources,13416.221502347413,13437.582723004689,0.9984103375512096,6533.70133802817,0.8265316558753618,10318.853488372091,0.9308050211545497
Random,11144.824366197181,11214.716103286384,0.9937678549821941,9655.504929577466,0.5749074398702861,12797.623882352938,0.6477631927684222
Staircase,10611.974366197182,10662.745305164319,0.9952384740032619,11262.724225352114,0.38837719220909483,7961.122645161289,0.8572120818006532
VidPro,563.6346478873238,564.0406572769951,0.9992801770857593,192.0713013698629,0.4601562419207196,390.35096385542147,0.7064450496047271
