Workflow,ChunkFunc,SLAM,ChunkFunc/SLAM,StepConf,ChunkFunc/StepConf
Cyclic,679.6104115226334,647.8901898734173,0.6919529944566907,501.3079069767439,0.9142534829821897
FaceDet,60.33391666666647,51.199659090908945,0.8439975408216931,46.18589887640433,0.9625949843633863
High Resources - Low Resources,914.988826530612,781.6356153846148,0.7627456350652474,710.7959872611461,0.9821357539681224
Homogeneous,236.86843621399152,210.4952469135799,0.6272743614925773,160.11174311926555,1.0426663030062748
Long-Short,123.80185950413176,114.59509090909049,0.6740502396051639,89.29057142857107,1.1202707906023237
Low Resources - High Resources,949.108450704225,793.9367175572513,0.7633472239168411,741.6256097560972,0.9813214379091416
Random,592.7027572016458,596.4675324675322,0.6520701968298204,494.35118556701,0.8716527640676163
Staircase,666.0220164609051,646.0049358974354,0.6660389095621935,491.8277368421048,0.9500293588030984
VidPro,29.603374485596717,17.342098765431757,0.833325027941727,2.1396296296288027,0.6075817898565616
