Workflow,ChunkFunc,SLAM,StepConf
Cyclic,1.0,0.6502057613168725,0.7078189300411523
FaceDet,0.9876543209876543,0.7242798353909464,0.7325102880658436
High Resources - Low Resources,0.92018779342723,0.6103286384976526,0.7370892018779344
Homogeneous,1.0,0.6666666666666666,0.448559670781893
Long-Short,0.9958847736625515,0.6790123456790124,0.43209876543209874
Low Resources - High Resources,1.0,0.6150234741784038,0.7699530516431925
Random,1.0,0.6337448559670782,0.7983539094650206
Staircase,1.0,0.6419753086419754,0.7818930041152262
VidPro,1.0,0.6666666666666666,0.3333333333333333
