scenario,estimateMultiplier,safetyMargin,profileIncrements,avgCost
scenario-01,1.0,0.01,1,-1
scenario-01,1.0,0.02,1,-1
scenario-01,1.0,0.03,1,-1
scenario-01,1.0,0.01,2,-1
scenario-01,1.0,0.02,2,-1
scenario-01,1.0,0.03,2,-1
scenario-01,1.0,0.01,3,-1
scenario-01,1.0,0.02,3,-1
scenario-01,1.0,0.03,3,-1
scenario-01,1.0,0.04,1,3.78893771604938380617
scenario-01,1.0,0.04,2,3.78894060493827272962
scenario-01,1.0,0.04,3,3.78902039506172953950
scenario-01,1.0,0.05,1,3.83265104938271710740
scenario-01,1.0,0.05,2,3.83265416049382825432
scenario-01,1.0,0.05,3,3.83273867901234678271
scenario-01,1.0,0.06,1,3.87354100000000103827
scenario-01,1.0,0.06,2,3.87354429629629737654
scenario-01,1.0,0.06,3,3.87363809876543320370
scenario-01,1.0,0.07,1,3.91725435802469236666
scenario-01,1.0,0.07,2,3.91725795061728501975
scenario-01,1.0,0.07,3,3.91736111111111219012
scenario-01,1.0,0.08,1,3.96110396296296395925
scenario-01,1.0,0.08,2,3.96110774074074178271
scenario-01,1.0,0.08,3,3.96122018518518626666
scenario-01,1.1,0.01,1,3.96727114814814914938
scenario-01,1.1,0.01,2,3.96727200000000103827
scenario-01,1.1,0.01,3,3.96730004938271708024
scenario-01,1.0,0.09,1,4.00488545679012441975
scenario-01,1.0,0.09,2,4.00488949382716149876
scenario-01,1.0,0.09,3,4.00501127160493932098
scenario-01,1.1,0.02,1,4.02571707407407508518
scenario-01,1.1,0.02,2,4.02571851851851954814
scenario-01,1.1,0.02,3,4.02576528395061836419
scenario-01,1.0,0.1,1,4.04570729629629724074
scenario-01,1.0,0.1,2,4.04571155555555653950
scenario-01,1.0,0.1,3,4.04583806172839609506
scenario-01,1.1,0.03,1,4.08402665432098864691
scenario-01,1.1,0.03,2,4.08402876543209976790
scenario-01,1.1,0.03,3,4.08410803703703808765
scenario-01,1.0,0.11,1,4.09265287654321081234
scenario-01,1.0,0.11,2,4.09265732098765529259
scenario-01,1.0,0.11,3,4.09279311111111214197
scenario-01,1.1,0.04,1,4.12195702469135898024
scenario-01,1.1,0.04,2,4.12195946913580347283
scenario-01,1.1,0.04,3,4.12205270370370473333
scenario-01,1.0,0.12,1,4.13044687654321081728
scenario-01,1.0,0.12,2,4.13045161728395160864
scenario-01,1.0,0.12,3,4.13060592592592697530
scenario-01,1.1,0.05,1,4.15713217283950711234
scenario-01,1.1,0.05,2,4.15713483950617381358
scenario-01,1.1,0.05,3,4.15723738271605040246
scenario-01,1.0,0.13,1,4.17422837037037128518
scenario-01,1.0,0.13,2,4.17423340740740838024
scenario-01,1.0,0.13,3,4.17440165432098868395
scenario-01,1.1,0.06,1,4.20091364197530959135
scenario-01,1.1,0.06,2,4.20091653086419850987
scenario-01,1.1,0.06,3,4.20102838271605041604
scenario-01,1.2,0.01,1,4.20683562962963067407
scenario-01,1.2,0.01,2,4.20683637037037143703
scenario-01,1.2,0.01,3,4.20686892592592700864
scenario-01,1.0,0.14,1,4.21518650617284041111
scenario-01,1.0,0.14,2,4.21519176543209974074
scenario-01,1.0,0.14,3,4.21536932098765535555
scenario-01,1.1,0.07,1,4.23884403703703795432
scenario-01,1.1,0.07,2,4.23884725925926023703
scenario-01,1.1,0.07,3,4.23896849382716149259
scenario-01,1.0,0.15,1,4.25889983950617373950
scenario-01,1.0,0.15,2,4.25890535802469233456
scenario-01,1.0,0.15,3,4.25909224691358128641
scenario-01,1.1,0.08,1,4.27959769135802561234
scenario-01,1.2,0.02,1,4.27960044444444546790
scenario-01,1.1,0.08,2,4.27960120987654419629
scenario-01,1.2,0.02,2,4.27960188888888993950
scenario-01,1.2,0.02,3,4.27965781481481590617
scenario-01,1.1,0.08,3,4.27974096296296397901
scenario-01,1.0,0.16,1,4.29104717283950707037
scenario-01,1.0,0.16,2,4.29105291358024788641
scenario-01,1.0,0.16,3,4.29124911111111216913
scenario-01,1.1,0.09,1,4.31745985185185278888
scenario-01,1.1,0.09,2,4.31746359259259360617
scenario-01,1.1,0.09,3,4.31761265432098867530
scenario-01,1.0,0.17,1,4.33765197530864288271
scenario-01,1.0,0.17,2,4.33765804938271704691
scenario-01,1.0,0.17,3,4.33787737037037145061
scenario-01,1.2,0.03,1,4.34382938271605038148
scenario-01,1.2,0.03,2,4.34383160493827265555
scenario-01,1.2,0.03,3,4.34392469135802577283
scenario-01,1.1,0.1,1,4.34664750617284042345
scenario-01,1.1,0.1,2,4.34665143209876642716
scenario-01,1.1,0.1,3,4.34680977777777877037
scenario-01,1.0,0.18,1,4.38143346913580337777
scenario-01,1.0,0.18,2,4.38143980246913681111
scenario-01,1.0,0.18,3,4.38166845679012454938
scenario-01,1.2,0.04,1,4.38465117283950720246
scenario-01,1.2,0.04,2,4.38465358024691463950
scenario-01,1.2,0.04,3,4.38475595061728504938
scenario-01,1.1,0.11,1,4.39042895061728488395
scenario-01,1.1,0.11,2,4.39043306172839605555
scenario-01,1.1,0.11,3,4.39060069135802571728
scenario-01,1.0,0.19,1,4.41055296296296388395
scenario-01,1.0,0.19,2,4.41055948148148249506
scenario-01,1.0,0.19,3,4.41079741975308753456
scenario-01,1.3,0.01,1,4.41954250617284058271
scenario-01,1.3,0.01,2,4.41954328395061837654
scenario-01,1.3,0.01,3,4.41958044444444555185
scenario-01,1.1,0.12,1,4.42243996296296390370
scenario-01,1.1,0.12,2,4.42244433333333433827
scenario-01,1.1,0.12,3,4.42262587654321090740
scenario-01,1.2,0.05,1,4.42554117283950716666
scenario-01,1.2,0.05,2,4.42554383950617387901
scenario-01,1.2,0.05,3,4.42565554320987759876
scenario-01,1.0,0.2,1,4.45151109876543302469
scenario-01,1.0,0.2,2,4.45151787654321089876
scenario-01,1.0,0.2,3,4.45176972839506284320
scenario-01,1.1,0.13,1,4.46037023456790219135
scenario-01,1.1,0.13,2,4.46037482716049485432
scenario-01,1.2,0.06,1,4.46044365432098865802
scenario-01,1.2,0.06,2,4.46044650617284055555
scenario-01,1.2,0.06,3,4.46056749382716156419
scenario-01,1.1,0.13,3,4.46057483950617389876
scenario-01,1.2,0.07,1,4.48963130864197632962
scenario-01,1.2,0.07,2,4.48963434567901341358
scenario-01,1.2,0.07,3,4.48976461728395168888
scenario-01,1.1,0.14,1,4.49244940740740837160
scenario-01,1.1,0.14,2,4.49245422222222325802
scenario-01,1.1,0.14,3,4.49266354320987761481
scenario-01,1.3,0.02,1,4.50415040740740855925
scenario-01,1.3,0.02,2,4.50415170370370487160
scenario-01,1.3,0.02,3,4.50421669135802587407
scenario-01,1.2,0.08,1,4.51585935802469237407
scenario-01,1.2,0.08,2,4.51586269135802575802
scenario-01,1.2,0.08,3,4.51600690123456896049
scenario-01,1.1,0.15,1,4.52452855555555652592
scenario-01,1.1,0.15,2,4.52453366666666772098
scenario-01,1.1,0.15,3,4.52476608641975417777
scenario-01,1.2,0.09,1,4.55661301234568002592
scenario-01,1.2,0.09,2,4.55661656790123564074
scenario-01,1.2,0.09,3,4.55677008641975415308
scenario-01,1.1,0.16,1,4.55949922222222320000
scenario-01,1.1,0.16,2,4.55950455555555661358
scenario-01,1.3,0.03,1,4.55963672839506288024
scenario-01,1.3,0.03,2,4.55963876543209996049
scenario-01,1.3,0.03,3,4.55973172839506291234
scenario-01,1.1,0.16,3,4.55974628395061838765
scenario-01,1.4,0.01,1,4.56801835802469255925
scenario-01,1.4,0.01,2,4.56801887654321110493
scenario-01,1.4,0.01,3,4.56804212345679134197
scenario-01,1.2,0.1,1,4.58277282716049486172
scenario-01,1.2,0.1,2,4.58277656790123567037
scenario-01,1.2,0.1,3,4.58294395061728504074
scenario-01,1.3,0.04,1,4.59164776543209989753
scenario-01,1.3,0.04,2,4.59165009876543329753
scenario-01,1.3,0.04,3,4.59175700000000115802
scenario-01,1.1,0.17,1,4.59446988888888986543
scenario-01,1.1,0.17,2,4.59447544444444551975
scenario-01,1.1,0.17,3,4.59472648148148258765
scenario-01,1.2,0.11,1,4.61485202469135904691
scenario-01,1.2,0.11,2,4.61485598765432208765
scenario-01,1.2,0.11,3,4.61502809876543318271
scenario-01,1.3,0.05,1,4.62359056790123570123
scenario-01,1.3,0.05,2,4.62359301234568020493
scenario-01,1.3,0.05,3,4.62370456790123573086
scenario-01,1.1,0.18,1,4.62648087654321086913
scenario-01,1.1,0.18,2,4.62648658024691466790
scenario-01,1.1,0.18,3,4.62674229629629741234
scenario-01,1.2,0.12,1,4.64390335802469239876
scenario-01,1.2,0.12,2,4.64390746913580358148
scenario-01,1.2,0.12,3,4.64408425925926036049
